ID,MARCA,MODELLO,TIPOLOGIA,LAVORO,LpA dB(A),LWA dB(A),URL
51,PROTOOL / FESTOOL,AGP 115,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.5 kg          Potenza:  0.8 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        86 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=51
52,PROTOOL / FESTOOL,AGP125-10,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  1.05 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        87 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=52
53,PROTOOL / FESTOOL,AGP 150-15  FX,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  2.2 kg          Potenza:  1.5 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        95 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=53
54,PROTOOL / FESTOOL,AGP 180-5 FX,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.5 kg          Potenza:  2.1 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        92 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=54
55,PROTOOL / FESTOOL,AGP 230-4 FX,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.6 kg          Potenza:  2.1 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        92 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=55
56,PROTOOL / FESTOOL,AGP 230-5 FX,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.6 kg          Potenza:  2.1 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        92 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=56
57,PROTOOL / FESTOOL,AGP 230-25  FX,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.7 kg          Potenza:  2.5 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        93 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=57
60,RUPES,BA61,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.6 kg          Potenza:  0.65 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        90 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=60
61,RUPES,BA81,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.6 kg          Potenza:  0.8 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        90 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=61
62,RUPES,BA225EN,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  1.1 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        89 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=62
63,RUPES,BA31EN,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  0.9 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        89 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=63
64,RUPES,BA41WN,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  0.9 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        89 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=64
65,RUPES,GP6,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  5.8 kg          Potenza:  2.2 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento: CEI EN 50144-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 50144-1                
                
                Sicurezza degli utensili elettrici a motore portatili 
Parte 1: Norme generali            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        91 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=65
66,RUPES,GM81,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.2 kg          Potenza:  2 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        91 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=66
67,RUPES,GL41,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  3.8 kg          Potenza:  1.2 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        91 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=67
68,RUPES,GL51,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  3.8 kg          Potenza:  1.2 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        91 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=68
69,RUPES,SM43,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4 kg          Potenza:  1.1 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        89 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=69
70,RUPES,AR11N,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.1 kg          Potenza:  0.7 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        85 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=70
71,RUPES,AR52EN,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.1 kg          Potenza:  0.6 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        85 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=71
72,RUPES,AR38EN,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.1 kg          Potenza:  0.8 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        85 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=72
87,METABO,W 7-115 Quick,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  0.75 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        84 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=87
88,METABO,W 7-125 Quick,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  0.75 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        84 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=88
89,METABO,W 9-125 Quick,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.9 kg          Potenza:  0.9 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        86 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=89
90,METABO,W 10-125 Quick,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  1.01 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        86 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=90
91,METABO,W 10-150 Quick,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.8 kg          Potenza:  1.01 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        86 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=91
92,METABO,W 14-125 Plus,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.9 kg          Potenza:  1.4 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        85 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=92
93,METABO,W 14-150 Ergo,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  2.7 kg          Potenza:  1.4 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        90 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=93
94,METABO,W 21-230,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.8 kg          Potenza:  2.1 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento: CEI EN 50144-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 50144-1                
                
                Sicurezza degli utensili elettrici a motore portatili 
Parte 1: Norme generali            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        93 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=94
95,METABO,W 23-230,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  4.9 kg          Potenza:  1.58 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        93 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=95
96,METABO,W 25-230,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  5.3 kg          Potenza:  2.5 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        93 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=96
97,MAKITA,GD0 800 C,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.6 kg          Potenza:  0.75 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        77 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=97
98,MAKITA,GD0 810 C,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.7 kg          Potenza:  0.75 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        77 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=98
99,MAKITA,906,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  0.9 kg          Potenza:  0.24 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        79 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=99
100,MAKITA,9524 NB,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.4 kg          Potenza:  0.54 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento: CEI EN 50144-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 50144-1                
                
                Sicurezza degli utensili elettrici a motore portatili 
Parte 1: Norme generali            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        84 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=100
101,MAKITA,9528 PN,"Smerigliatrici (diritte-assiali, verticali, angolari)                 Peso:  1.5 kg          Potenza:  0.75 kW          Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        84 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=101
